Session ID,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high
88617,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88618,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88619,18.7605,64.42854,18.671236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88620,17.560501,72.50289,17.797394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88621,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88622,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88623,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88624,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88625,25.005,56.304577,25.60671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88626,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88627,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88628,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88629,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88630,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88631,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88632,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88633,32.9595,35.876286,32.816063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88634,31.9345,37.83126,30.58617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88635,32.305,37.93338,31.104996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88636,9.4015,78.775314,7.2320127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88637,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88638,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88639,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88640,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88641,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88642,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88643,17.321,74.385704,16.497248,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0
88644,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88645,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88646,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88647,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88648,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88649,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88650,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88651,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88652,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88653,13.071,74.14622,10.862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88654,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88655,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88656,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88666,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88667,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88668,14.821,63.550533,13.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88669,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88670,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88671,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88672,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88676,12.321,74.520004,11.305859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88677,12.321,74.520004,11.305859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88684,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88685,13.210501,66.06821,7.5293007,0.0,0.0,0.0,1.0,23.0,23.0,0.0,1.0
88686,14.660501,58.308327,11.1475525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88687,16.1605,52.597725,11.915655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88688,17.060501,62.153324,15.562178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88689,13.0105,66.47934,8.610119,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
88690,12.157001,80.260025,11.011362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88691,13.960501,67.137474,11.819412,0.0,0.0,0.0,1.0,24.0,0.0,0.0,24.0
88692,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88693,15.710501,62.683327,14.788782,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0
88694,16.2605,77.19555,14.106491,0.0,0.0,0.0,0.0,10.0,2.0,0.0,8.0
88695,12.157001,80.260025,11.011362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88696,17.060501,67.7818,17.124388,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
88697,21.2255,61.279335,21.035316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88698,23.525501,64.83237,23.460945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88699,17.2255,72.91989,16.004902,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
88700,13.2255,75.18171,11.888065,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0
88701,17.120998,52.85222,16.052547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88702,12.321,74.520004,11.305859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88703,11.021,67.20799,8.231241,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.0
88704,11.021,67.20799,8.231241,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.0
88705,11.021,67.20799,8.231241,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.0
88706,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88707,18.2105,55.52301,17.275398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88708,30.134499,37.94256,29.645847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88709,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88710,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88712,30.5595,36.850166,30.476097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88713,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88714,30.5595,36.850166,30.476097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88715,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88716,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88717,30.505,38.0453,30.152317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
